Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 12/09  21:00:00,2.534807065,4.978165262,0,4.932127688,0,0.12563057,0.12563057,0.12563057,0.67715471,0.145877102,0.310730298,0.668380946,0.590389438
 12/09  22:00:00,2.321756464,5.831326711,0,5.786363944,0,0.147354372,0.147354372,0.147354372,0.57093439,0.122994428,0.29394914,0.652776722,0.517103412
 12/09  23:00:00,1.907120406,6.699271717,0,6.660362204,0,0.169156869,0.169156869,0.169156869,0.42488144,0.091530731,0.234174068,0.564894597,0.405838701
 12/09  24:00:00,1.485127799,7.189257332,0,7.155445689,0,0.180933181,0.180933181,0.180933181,0.298744725,0.064357555,0.151455627,0.490882893,0.282109819
 12/10  01:00:00,1.060919636,8.274673799,0,8.246706421,0,0.208425435,0.208425435,0.208425435,0.152691775,0.032893858,0.092942925,0.406034923,0.15128672
 12/10  02:00:00,0.90178892,9.067158748,0,9.041408159,0,0.227827771,0.227827771,0.227827771,0.09294283,0.020022351,0.07618578,0.37385121,0.094314979
 12/10  03:00:00,0.837882621,9.509717282,0,9.484265251,0,0.237988817,0.237988817,0.237988817,0.059748945,0.012871509,0.062326493,0.369516703,0.078786153
 12/10  04:00:00,0.843554171,10.1240583,0,10.09896454,0,0.252842705,0.252842705,0.252842705,0.059748945,0.012871509,0.053976431,0.364315295,0.083155286
 12/10  05:00:00,0.894879671,10.44415552,0,10.42000968,0,0.26012445,0.26012445,0.26012445,0.059748945,0.012871509,0.065822864,0.350553236,0.129114666
 12/10  06:00:00,1.154636855,10.4032104,0,10.37626558,0,0.258209433,0.258209433,0.258209433,0.066387722,0.014301678,0.080078181,0.391189237,0.327826604
 12/10  07:00:00,1.759723762,11.31079408,0,11.27966199,0,0.280837194,0.280837194,0.280837194,0.139414205,0.030033518,0.140383543,0.451980695,0.700430607
 12/10  08:00:00,2.176408169,11.37698945,0,11.34390928,0,0.283176827,0.283176827,0.283176827,0.285467155,0.061497214,0.228567291,0.480263352,0.80579233
 12/10  09:00:00,2.095712801,10.14671531,0,10.11874793,0,0.249268072,0.249268072,0.249268072,0.27882841,0.060067052,0.30112795,0.406034923,0.783742394
 12/10  10:00:00,1.834249726,8.518245988,0,8.494443488,0,0.208688331,0.208688331,0.208688331,0.152691775,0.032893858,0.375064554,0.345568553,0.702698654
 12/10  11:00:00,1.749735407,9.047808849,0,9.023446553,0,0.22580126,0.22580126,0.22580126,0.126136635,0.027173194,0.395792849,0.353695754,0.604491715
 12/10  12:00:00,1.620609624,6.776029345,0,6.751659585,0,0.167534605,0.167534605,0.167534605,0.126136635,0.027173194,0.413608485,0.353804116,0.515708589
 12/10  13:00:00,1.502638132,5.524919651,0,5.500960407,0,0.137458911,0.137458911,0.137458911,0.126136635,0.027173194,0.39965648,0.347844169,0.447724742
 12/10  14:00:00,1.41513041,4.703276719,0,4.678488978,0,0.117977115,0.117977115,0.117977115,0.126136635,0.027173194,0.361435816,0.359872426,0.405891225
 12/10  15:00:00,1.365763439,4.03358242,0,4.007398923,0,0.101587394,0.101587394,0.101587394,0.139414205,0.030033518,0.331767743,0.380136245,0.366180334
 12/10  16:00:00,1.462684378,3.969013875,0,3.94137491,0,0.100049925,0.100049925,0.100049925,0.192524405,0.041474863,0.339922589,0.401266965,0.37080163
 12/10  17:00:00,1.832860336,4.324764214,0,4.292072162,0,0.11030535,0.11030535,0.11030535,0.3452161,0.074368721,0.389638663,0.474628493,0.422059009
 12/10  18:00:00,2.484748884,5.93540999,0,5.895694372,0,0.15235608,0.15235608,0.15235608,0.604128195,0.130145254,0.480421868,0.576597765,0.524455722
 12/10  19:00:00,2.825302207,5.011861657,0,4.968742483,0,0.125956906,0.125956906,0.125956906,0.7966526,0.1716201,0.43259402,0.626011142,0.625823439
 12/10  20:00:00,2.690812436,5.069773022,0,5.025265555,0,0.127206858,0.127206858,0.127206858,0.7435424,0.160178789,0.349590651,0.646166599,0.64748314
 12/10  21:00:00,2.550251029,5.530051772,0,5.484014198,0,0.139087382,0.139087382,0.139087382,0.67715471,0.145877102,0.310730298,0.668380946,0.59237659
 12/10  22:00:00,2.326807344,5.990716435,0,5.945753668,0,0.150666195,0.150666195,0.150666195,0.57093439,0.122994428,0.29394914,0.652776722,0.518842469
 12/10  23:00:00,1.905389928,6.600474445,0,6.561564933,0,0.166094999,0.166094999,0.166094999,0.42488144,0.091530731,0.234174068,0.564894597,0.407170094
 12/10  24:00:00,1.485933033,7.186168579,0,7.152356937,0,0.180864137,0.180864137,0.180864137,0.298744725,0.064357555,0.151455627,0.490882893,0.282984096
 12/11  01:00:00,1.029735853,7.685347598,0,7.65738022,0,0.19346713,0.19346713,0.19346713,0.152691775,0.032893858,0.086369242,0.406034923,0.141634925
 12/11  02:00:00,0.870335885,8.175950668,0,8.15020008,0,0.205423899,0.205423899,0.205423899,0.09294283,0.020022351,0.072238755,0.37385121,0.08921284
 12/11  03:00:00,0.805196488,8.427121577,0,8.401669546,0,0.211673361,0.211673361,0.211673361,0.059748945,0.012871509,0.059715255,0.369516703,0.075026715
 12/11  04:00:00,0.802736365,8.678891918,0,8.653798156,0,0.217425571,0.217425571,0.217425571,0.059748945,0.012871509,0.052611026,0.364315295,0.079120018
 12/11  05:00:00,0.850429653,9.045841739,0,9.021695897,0,0.226598694,0.226598694,0.226598694,0.059748945,0.012871509,0.063151709,0.350553236,0.120861559
 12/11  06:00:00,1.096456801,9.100111917,0,9.073167099,0,0.227897267,0.227897267,0.227897267,0.066387722,0.014301678,0.075981488,0.391189237,0.304055409
 12/11  07:00:00,1.637027777,8.952243542,0,8.921111454,0,0.223303653,0.223303653,0.223303653,0.139414205,0.030033518,0.129758031,0.451980695,0.645893676
 12/11  08:00:00,2.046219758,9.661552894,0,9.628472717,0,0.240470771,0.240470771,0.240470771,0.285467155,0.061497214,0.207405929,0.480263352,0.739471338
 12/11  09:00:00,1.948340186,8.24332257,0,8.215355192,0,0.203702793,0.203702793,0.203702793,0.27882841,0.060067052,0.268690649,0.406034923,0.714372358
 12/11  10:00:00,1.687436952,6.907249149,0,6.883446649,0,0.170784622,0.170784622,0.170784622,0.152691775,0.032893858,0.330033496,0.345568553,0.638820649
 12/11  11:00:00,1.589242459,6.816851443,0,6.792489147,0,0.171042312,0.171042312,0.171042312,0.126136635,0.027173194,0.34487662,0.353695754,0.549673944
 12/11  12:00:00,1.467602099,4.517346787,0,4.492977028,0,0.112473137,0.112473137,0.112473137,0.126136635,0.027173194,0.361119726,0.353804116,0.470251291
 12/11  13:00:00,1.375004958,3.839833651,0,3.815874408,0,0.097052263,0.097052263,0.097052263,0.126136635,0.027173194,0.351845974,0.347844169,0.408308723
 12/11  14:00:00,1.290758415,2.816239927,0,2.791452187,0,0.07135402,0.07135402,0.07135402,0.126136635,0.027173194,0.317847783,0.359872426,0.371730357
 12/11  15:00:00,1.266134446,2.824734379,0,2.798550882,0,0.072026936,0.072026936,0.072026936,0.139414205,0.030033518,0.292642171,0.380136245,0.335237372
 12/11  16:00:00,1.36311811,2.662733689,0,2.635094724,0,0.068321412,0.068321412,0.068321412,0.192524405,0.041474863,0.302863616,0.401266965,0.340022848
 12/11  17:00:00,1.717473177,2.674857765,0,2.642165713,0,0.068710372,0.068710372,0.068710372,0.3452161,0.074368721,0.353720743,0.474628493,0.384184747
 12/11  18:00:00,2.355800588,4.025678438,0,3.98596282,0,0.104323491,0.104323491,0.104323491,0.604128195,0.130145254,0.445069937,0.576597765,0.478891945
 12/11  19:00:00,2.694412123,3.481183831,0,3.438064657,0,0.088686816,0.088686816,0.088686816,0.7966526,0.1716201,0.398283704,0.626011142,0.56651376
 12/11  20:00:00,2.553324213,3.570511581,0,3.526004114,0,0.090511313,0.090511313,0.090511313,0.7435424,0.160178789,0.315345897,0.646166599,0.580935215
 12/11  21:00:00,2.417516135,4.118442354,0,4.07240478,0,0.104618165,0.104618165,0.104618165,0.67715471,0.145877102,0.275874928,0.668380946,0.528966285
 12/11  22:00:00,2.203962316,4.596714675,0,4.551751908,0,0.116525966,0.116525966,0.116525966,0.57093439,0.122994428,0.258342283,0.652776722,0.465744528
 12/11  23:00:00,1.801559003,5.2223604,0,5.183450887,0,0.13234431,0.13234431,0.13234431,0.42488144,0.091530731,0.205880856,0.564894597,0.365383069
 12/11  24:00:00,1.414767402,5.970819926,0,5.937008284,0,0.151251594,0.151251594,0.151251594,0.298744725,0.064357555,0.135920782,0.490882893,0.256965854
 12/12  01:00:00,1.002706048,6.562465548,0,6.534498169,0,0.166077506,0.166077506,0.166077506,0.152691775,0.032893858,0.086369242,0.406034923,0.141994745
 12/12  02:00:00,0.838084782,6.845548842,0,6.819798253,0,0.172992054,0.172992054,0.172992054,0.09294283,0.020022351,0.072238755,0.37385121,0.089393582
 12/12  03:00:00,0.765934129,6.852409235,0,6.826957204,0,0.17228347,0.17228347,0.17228347,0.059748945,0.012871509,0.059715255,0.369516703,0.075154246
 12/12  04:00:00,0.754020611,6.713654217,0,6.688560455,0,0.168567397,0.168567397,0.168567397,0.059748945,0.012871509,0.052611026,0.364315295,0.079262438
 12/12  05:00:00,0.792613457,6.695002578,0,6.670856737,0,0.168491938,0.168491938,0.168491938,0.059748945,0.012871509,0.063151709,0.350553236,0.12115212
 12/12  06:00:00,1.032122489,6.460467367,0,6.433522548,0,0.162644493,0.162644493,0.162644493,0.066387722,0.014301678,0.075981488,0.391189237,0.304973871
 12/12  07:00:00,1.572349672,6.223251756,0,6.192119667,0,0.15652785,0.15652785,0.15652785,0.139414205,0.030033518,0.129758031,0.451980695,0.647991374
 12/12  08:00:00,1.976054926,6.665115982,0,6.632035805,0,0.167855885,0.167855885,0.167855885,0.285467155,0.061497214,0.207405929,0.480263352,0.741921391
 12/12  09:00:00,1.883899217,5.466593528,0,5.438626149,0,0.136877329,0.136877329,0.136877329,0.27882841,0.060067052,0.268690649,0.406034923,0.716756853
 12/12  10:00:00,1.618016098,3.983998381,0,3.96019588,0,0.099222285,0.099222285,0.099222285,0.152691775,0.032893858,0.330033496,0.345568553,0.640962131
 12/12  11:00:00,1.506077735,3.412950295,0,3.388588,0,0.086038868,0.086038868,0.086038868,0.126136635,0.027173194,0.34487662,0.353695754,0.551512665
 12/12  12:00:00,1.396951322,1.614273285,0,1.589903525,0,0.040264048,0.040264048,0.040264048,0.126136635,0.027173194,0.361119726,0.353804116,0.471809603
 12/12  13:00:00,1.295328461,0.655343987,0,0.631384744,0,0.016036311,0.016036311,0.016036311,0.126136635,0.027173194,0.351845974,0.347844169,0.409648177
 12/12  14:00:00,1.224458555,0.176266589,0,0.151478848,0,0.003853473,0.003853473,0.003853473,0.126136635,0.027173194,0.317847783,0.359872426,0.372931044
 12/12  15:00:00,1.19495361,0.026183497,0,0,0,0,0,0,0.139414205,0.030033518,0.292642171,0.380136245,0.336083472
 12/12  16:00:00,1.295539661,0.027638965,0,0,0,0,0,0,0.192524405,0.041474863,0.302863616,0.401266965,0.340765812
 12/12  17:00:00,1.649751651,0.032692052,0,0,0,0,0,0,0.3452161,0.074368721,0.353720743,0.474628493,0.385173593
 12/12  18:00:00,2.274388263,0.860748616,0,0.821032998,0,0.021362454,0.021362454,0.021362454,0.604128195,0.130145254,0.445069937,0.576597765,0.480440657
 12/12  19:00:00,2.618695237,0.47091218,0,0.427793006,0,0.011142433,0.011142433,0.011142433,0.7966526,0.1716201,0.398283704,0.626011142,0.568341258
 12/12  20:00:00,2.481263582,0.67892073,0,0.634413263,0,0.016587141,0.016587141,0.016587141,0.7435424,0.160178789,0.315345897,0.646166599,0.582798758
 12/12  21:00:00,2.3479659,1.315350411,0,1.269312837,0,0.033370679,0.033370679,0.033370679,0.67715471,0.145877102,0.275874928,0.668380946,0.530663535
 12/12  22:00:00,2.135140459,1.808426187,0,1.76346342,0,0.046212453,0.046212453,0.046212453,0.57093439,0.122994428,0.258342283,0.652776722,0.467236184
 12/12  23:00:00,1.729769447,2.317325288,0,2.278415775,0,0.059415664,0.059415664,0.059415664,0.42488144,0.091530731,0.205880856,0.564894597,0.36652216
 12/12  24:00:00,1.339165258,2.91583364,0,2.882021998,0,0.074895214,0.074895214,0.074895214,0.298744725,0.064357555,0.135920782,0.490882893,0.257720089
 12/13  01:00:00,0.929453032,3.596200761,0,3.568233383,0,0.092469826,0.092469826,0.092469826,0.152691775,0.032893858,0.086369242,0.406034923,0.142349408
 12/13  02:00:00,0.77019552,4.087005826,0,4.061255238,0,0.104924661,0.104924661,0.104924661,0.09294283,0.020022351,0.072238755,0.37385121,0.089571713
 12/13  03:00:00,0.707750539,4.447622262,0,4.422170231,0,0.113974192,0.113974192,0.113974192,0.059748945,0.012871509,0.059715255,0.369516703,0.075279935
 12/13  04:00:00,0.708031121,4.790845474,0,4.765751712,0,0.122437545,0.122437545,0.122437545,0.059748945,0.012871509,0.052611026,0.364315295,0.0794028
 12/13  05:00:00,0.755336579,5.127786397,0,5.103640555,0,0.130928703,0.130928703,0.130928703,0.059748945,0.012871509,0.063151709,0.350553236,0.121438477
 12/13  06:00:00,1.004492673,5.266107858,0,5.239163039,0,0.134109516,0.134109516,0.134109516,0.066387722,0.014301678,0.075981488,0.391189237,0.305879032
 12/13  07:00:00,1.547007094,5.084681421,0,5.053549333,0,0.12911793,0.12911793,0.12911793,0.139414205,0.030033518,0.129758031,0.451980695,0.650058716
 12/13  08:00:00,1.949699353,5.498423786,0,5.46534361,0,0.139085714,0.139085714,0.139085714,0.285467155,0.061497214,0.207405929,0.480263352,0.744335989
 12/13  09:00:00,1.873359887,4.904693898,0,4.87672652,0,0.12398801,0.12398801,0.12398801,0.27882841,0.060067052,0.268690649,0.406034923,0.719106843
 12/13  10:00:00,1.629351043,4.294276988,0,4.270474488,0,0.108446726,0.108446726,0.108446726,0.152691775,0.032893858,0.330033496,0.345568553,0.643072635
 12/13  11:00:00,1.529104549,4.20921427,0,4.184851974,0,0.107253553,0.107253553,0.107253553,0.126136635,0.027173194,0.34487662,0.353695754,0.553324793
 12/13  12:00:00,1.412293184,2.156162992,0,2.131793232,0,0.05407013,0.05407013,0.05407013,0.126136635,0.027173194,0.361119726,0.353804116,0.473345383
 12/13  13:00:00,1.304497517,0.964640466,0,0.940681223,0,0.023885282,0.023885282,0.023885282,0.126136635,0.027173194,0.351845974,0.347844169,0.410968263
 12/13  14:00:00,1.227229938,0.239016278,0,0.214228537,0,0.005441536,0.005441536,0.005441536,0.126136635,0.027173194,0.317847783,0.359872426,0.374114364
 12/13  15:00:00,1.196065011,0.026183497,0,0,0,0,0,0,0.139414205,0.030033518,0.292642171,0.380136245,0.337194873
 12/13  16:00:00,1.297611122,0.057176418,0,0.029537453,0,0.000749621,0.000749621,0.000749621,0.192524405,0.041474863,0.302863616,0.401266965,0.342087652
 12/13  17:00:00,1.651196415,0.032692052,0,0,0,0,0,0,0.3452161,0.074368721,0.353720743,0.474628493,0.386618357
 12/13  18:00:00,2.273411942,0.765961041,0,0.726245423,0,0.018862056,0.018862056,0.018862056,0.604128195,0.130145254,0.445069937,0.576597765,0.481964735
 12/13  19:00:00,2.615925359,0.295948174,0,0.252829,0,0.00657149,0.00657149,0.00657149,0.7966526,0.1716201,0.398283704,0.626011142,0.570142322
 12/13  20:00:00,2.479454829,0.539591153,0,0.495083686,0,0.012941804,0.012941804,0.012941804,0.7435424,0.160178789,0.315345897,0.646166599,0.584635341
 12/13  21:00:00,2.336153383,0.803733841,0,0.757696267,0,0.019885466,0.019885466,0.019885466,0.67715471,0.145877102,0.275874928,0.668380946,0.532336231
 12/13  22:00:00,2.120858824,1.204142886,0,1.159180119,0,0.030460747,0.030460747,0.030460747,0.57093439,0.122994428,0.258342283,0.652776722,0.468706254
 12/13  23:00:00,1.71600386,1.735278667,0,1.696369155,0,0.04452747,0.04452747,0.04452747,0.42488144,0.091530731,0.205880856,0.564894597,0.367644766
 12/13  24:00:00,1.318964524,2.09562717,0,2.061815527,0,0.05395115,0.05395115,0.05395115,0.298744725,0.064357555,0.135920782,0.490882893,0.258463419
 12/14  01:00:00,0.902685888,2.533196317,0,2.505228939,0,0.065353244,0.065353244,0.065353244,0.152691775,0.032893858,0.086369242,0.406034923,0.142698846
 12/14  02:00:00,0.736392239,2.750645785,0,2.724895197,0,0.070945899,0.070945899,0.070945899,0.09294283,0.020022351,0.072238755,0.37385121,0.089747194
 12/14  03:00:00,0.669899866,2.954681983,0,2.929229952,0,0.075999709,0.075999709,0.075999709,0.059748945,0.012871509,0.059715255,0.369516703,0.075403744
 12/14  04:00:00,0.664933248,3.079031101,0,3.053937339,0,0.079201412,0.079201412,0.079201412,0.059748945,0.012871509,0.052611026,0.364315295,0.07954106
 12/14  05:00:00,0.703717818,3.073335337,0,3.049189495,0,0.079027873,0.079027873,0.079027873,0.059748945,0.012871509,0.063151709,0.350553236,0.121720546
 12/14  06:00:00,0.948493965,3.007898489,0,2.98095367,0,0.0772192,0.0772192,0.0772192,0.066387722,0.014301678,0.075981488,0.391189237,0.30677064
 12/14  07:00:00,1.491018614,2.775752703,0,2.744620614,0,0.071093075,0.071093075,0.071093075,0.139414205,0.030033518,0.129758031,0.451980695,0.652095091
 12/14  08:00:00,1.889329099,2.984035032,0,2.950954856,0,0.076337031,0.076337031,0.076337031,0.285467155,0.061497214,0.207405929,0.480263352,0.746714418
 12/14  09:00:00,1.81787577,2.582892112,0,2.554924734,0,0.066189105,0.066189105,0.066189105,0.27882841,0.060067052,0.268690649,0.406034923,0.72142163
 12/14  10:00:00,1.586287276,2.468336541,0,2.44453404,0,0.063304065,0.063304065,0.063304065,0.152691775,0.032893858,0.330033496,0.345568553,0.645151528
 12/14  11:00:00,1.497415879,2.854279135,0,2.829916839,0,0.073779887,0.073779887,0.073779887,0.126136635,0.027173194,0.34487662,0.353695754,0.555109789
 12/14  12:00:00,1.411815374,2.028629872,0,2.004260112,0,0.052079551,0.052079551,0.052079551,0.126136635,0.027173194,0.361119726,0.353804116,0.474858152
 12/14  13:00:00,1.323040915,1.601892184,0,1.577932941,0,0.041128378,0.041128378,0.041128378,0.126136635,0.027173194,0.351845974,0.347844169,0.412268565
 12/14  14:00:00,1.251663439,1.122396494,0,1.097608754,0,0.028709448,0.028709448,0.028709448,0.126136635,0.027173194,0.317847783,0.359872426,0.375279953
 12/14  15:00:00,1.207142403,0.403825941,0,0.377642444,0,0.009872329,0.009872329,0.009872329,0.139414205,0.030033518,0.292642171,0.380136245,0.338399935
 12/14  16:00:00,1.303701855,0.245300514,0,0.217661549,0,0.005707526,0.005707526,0.005707526,0.192524405,0.041474863,0.302863616,0.401266965,0.343220479
 12/14  17:00:00,1.65241201,0.032692052,0,0,0,0,0,0,0.3452161,0.074368721,0.353720743,0.474628493,0.387833952
 12/14  18:00:00,2.258833903,0.146147915,0,0.106432297,0,0.002800281,0.002800281,0.002800281,0.604128195,0.130145254,0.445069937,0.576597765,0.48344847
 12/14  19:00:00,2.610855891,0.043119174,0,0,0,0,0,0,0.7966526,0.1716201,0.398283704,0.626011142,0.571644344
 12/14  20:00:00,2.467972702,0.044507467,0,0,0,0,0,0,0.7435424,0.160178789,0.315345897,0.646166599,0.586095018
 12/14  21:00:00,2.317630213,0.046037574,0,0,0,0,0,0,0.67715471,0.145877102,0.275874928,0.668380946,0.533698527
 12/14  22:00:00,2.091682847,0.044962767,0,0,0,0,0,0,0.57093439,0.122994428,0.258342283,0.652776722,0.469991024
 12/14  23:00:00,1.678419288,0.260144008,0,0.221234496,0,0.005837238,0.005837238,0.005837238,0.42488144,0.091530731,0.205880856,0.564894597,0.368750426
 12/14  24:00:00,1.282920504,0.683205668,0,0.649394026,0,0.017174955,0.017174955,0.017174955,0.298744725,0.064357555,0.135920782,0.490882893,0.259195594
 12/15  01:00:00,0.866214949,1.107562569,0,1.07959519,0,0.028538236,0.028538236,0.028538236,0.152691775,0.032893858,0.086369242,0.406034923,0.143042915
 12/15  02:00:00,0.704852003,1.514332685,0,1.488582097,0,0.039232927,0.039232927,0.039232927,0.09294283,0.020022351,0.072238755,0.37385121,0.08991993
 12/15  03:00:00,0.637224286,1.66672098,0,1.641268949,0,0.043202236,0.043202236,0.043202236,0.059748945,0.012871509,0.059715255,0.369516703,0.075525637
 12/15  04:00:00,0.629181897,1.682428332,0,1.65733457,0,0.043313941,0.043313941,0.043313941,0.059748945,0.012871509,0.052611026,0.364315295,0.07967718
 12/15  05:00:00,0.670807135,1.780168963,0,1.756023121,0,0.045839492,0.045839492,0.045839492,0.059748945,0.012871509,0.063151709,0.350553236,0.121998244
 12/15  06:00:00,0.915226568,1.67651416,0,1.649569341,0,0.043074018,0.043074018,0.043074018,0.066387722,0.014301678,0.075981488,0.391189237,0.307648425
 12/15  07:00:00,1.464634917,1.666947559,0,1.635815471,0,0.042704622,0.042704622,0.042704622,0.139414205,0.030033518,0.129758031,0.451980695,0.654099847
 12/15  08:00:00,1.856153914,1.595902127,0,1.562821951,0,0.040820293,0.040820293,0.040820293,0.285467155,0.061497214,0.207405929,0.480263352,0.749055971
 12/15  09:00:00,1.787061522,1.296932533,0,1.268965155,0,0.033095957,0.033095957,0.033095957,0.27882841,0.060067052,0.268690649,0.406034923,0.723700531
 12/15  10:00:00,1.556790974,1.239895922,0,1.216093422,0,0.031761101,0.031761101,0.031761101,0.152691775,0.032893858,0.330033496,0.345568553,0.647198191
 12/15  11:00:00,1.463461482,1.47501495,0,1.450652654,0,0.038068172,0.038068172,0.038068172,0.126136635,0.027173194,0.34487662,0.353695754,0.556867107
 12/15  12:00:00,1.373594335,0.498873136,0,0.474503376,0,0.012369166,0.012369166,0.012369166,0.126136635,0.027173194,0.361119726,0.353804116,0.476347498
 12/15  13:00:00,1.282827792,0.023959243,0,0,0,0,0,0,0.126136635,0.027173194,0.351845974,0.347844169,0.41318382
 12/15  14:00:00,1.223526698,0.02478774,0,0,0,0,0,0,0.126136635,0.027173194,0.317847783,0.359872426,0.37585266
 12/15  15:00:00,1.197341897,0.026183497,0,0,0,0,0,0,0.139414205,0.030033518,0.292642171,0.380136245,0.338471759
 12/15  16:00:00,1.297970723,0.027638965,0,0,0,0,0,0,0.192524405,0.041474863,0.302863616,0.401266965,0.343196874
 12/15  17:00:00,1.652267454,0.032692052,0,0,0,0,0,0,0.3452161,0.074368721,0.353720743,0.474628493,0.387689397
 12/15  18:00:00,2.256226907,0.039715618,0,0,0,0,0,0,0.604128195,0.130145254,0.445069937,0.576597765,0.483641755
 12/15  19:00:00,2.611293184,0.043119174,0,0,0,0,0,0,0.7966526,0.1716201,0.398283704,0.626011142,0.572081637
 12/15  20:00:00,2.468452951,0.044507467,0,0,0,0,0,0,0.7435424,0.160178789,0.315345897,0.646166599,0.586575267
 12/15  21:00:00,2.318075683,0.046037574,0,0,0,0,0,0,0.67715471,0.145877102,0.275874928,0.668380946,0.534143996
 12/15  22:00:00,2.091919773,0.044962767,0,0,0,0,0,0,0.57093439,0.122994428,0.258342283,0.652776722,0.470227951
 12/15  23:00:00,1.672445336,0.038909513,0,0,0,0,0,0,0.42488144,0.091530731,0.205880856,0.564894597,0.368613712
 12/15  24:00:00,1.265704009,0.033811642,0,0,0,0,0,0,0.298744725,0.064357555,0.135920782,0.490882893,0.259154054
 12/16  01:00:00,0.854419698,0.027967378,0,0,0,0,0,0,0.152691775,0.032893858,0.092942925,0.406034923,0.153212217
 12/16  02:00:00,0.674837592,0.025750589,0,0,0,0,0,0,0.09294283,0.020022351,0.07618578,0.37385121,0.095191421
 12/16  03:00:00,0.604635664,0.179014668,0,0.153562637,0,0.003979421,0.003979421,0.003979421,0.059748945,0.012871509,0.062326493,0.369516703,0.079548592
 12/16  04:00:00,0.600504008,0.365636024,0,0.340542262,0,0.008866931,0.008866931,0.008866931,0.059748945,0.012871509,0.053976431,0.364315295,0.084080896
 12/16  05:00:00,0.649231123,0.505143525,0,0.480997683,0,0.012585869,0.012585869,0.012585869,0.059748945,0.012871509,0.065822864,0.350553236,0.1310047
 12/16  06:00:00,0.916497413,0.56666326,0,0.539718441,0,0.014165627,0.014165627,0.014165627,0.066387722,0.014301678,0.080078181,0.391189237,0.333730969
 12/16  07:00:00,1.502776246,0.427170119,0,0.39603803,0,0.010405022,0.010405022,0.010405022,0.139414205,0.030033518,0.140383543,0.451980695,0.713915264
 12/16  08:00:00,1.922090521,0.529365954,0,0.496285777,0,0.013015128,0.013015128,0.013015128,0.285467155,0.061497214,0.228567291,0.480263352,0.821636382
 12/16  09:00:00,1.873395645,0.461697321,0,0.433729942,0,0.0113912,0.0113912,0.0113912,0.27882841,0.060067052,0.30112795,0.406034923,0.79930211
 12/16  10:00:00,1.654992839,0.610342382,0,0.586539882,0,0.015389291,0.015389291,0.015389291,0.152691775,0.032893858,0.375064554,0.345568553,0.716740807
 12/16  11:00:00,1.554802968,0.739465079,0,0.715102784,0,0.018792945,0.018792945,0.018792945,0.126136635,0.027173194,0.395792849,0.353695754,0.616567591
 12/16  12:00:00,1.477758476,0.575128615,0,0.550758855,0,0.014462671,0.014462671,0.014462671,0.126136635,0.027173194,0.413608485,0.353804116,0.525929375
 12/16  13:00:00,1.381110056,0.296304673,0,0.27234543,0,0.00713281,0.00713281,0.00713281,0.126136635,0.027173194,0.39965648,0.347844169,0.456522768
 12/16  14:00:00,1.304791952,0.02478774,0,0,0,0,0,0,0.126136635,0.027173194,0.361435816,0.359872426,0.413529881
 12/16  15:00:00,1.270438114,0.026183497,0,0,0,0,0,0,0.139414205,0.030033518,0.331767743,0.380136245,0.372442403
 12/16  16:00:00,1.368920223,0.027638965,0,0,0,0,0,0,0.192524405,0.041474863,0.339922589,0.401266965,0.377087401
 12/16  17:00:00,1.729763026,0.032692052,0,0,0,0,0,0,0.3452161,0.074368721,0.389638663,0.474628493,0.429267049
 12/16  18:00:00,2.341945398,0.039715618,0,0,0,0,0,0,0.604128195,0.130145254,0.480421868,0.576597765,0.534008317
 12/16  19:00:00,2.710761786,0.043119174,0,0,0,0,0,0,0.7966526,0.1716201,0.43259402,0.626011142,0.637239923
 12/16  20:00:00,2.575275953,0.044507467,0,0,0,0,0,0,0.7435424,0.160178789,0.349590651,0.646166599,0.659153515
 12/16  21:00:00,2.422001216,0.046037574,0,0,0,0,0,0,0.67715471,0.145877102,0.310730298,0.668380946,0.60321416
 12/16  22:00:00,2.185811371,0.044962767,0,0,0,0,0,0,0.57093439,0.122994428,0.29394914,0.652776722,0.528512692
 12/16  23:00:00,1.748680933,0.111637827,0,0.072728315,0,0.001898902,0.001898902,0.001898902,0.42488144,0.091530731,0.234174068,0.564894597,0.414657196
 12/16  24:00:00,1.321896079,0.485440771,0,0.451629129,0,0.011838428,0.011838428,0.011838428,0.298744725,0.064357555,0.151455627,0.490882893,0.287972851
 12/17  01:00:00,0.879323003,0.946550869,0,0.918583491,0,0.024133656,0.024133656,0.024133656,0.152691775,0.032893858,0.092942925,0.406034923,0.153981866
 12/17  02:00:00,0.706533469,1.212475691,0,1.186725102,0,0.031207137,0.031207137,0.031207137,0.09294283,0.020022351,0.07618578,0.37385121,0.095680162
 12/17  03:00:00,0.640428047,1.536294948,0,1.510842917,0,0.039570766,0.039570766,0.039570766,0.059748945,0.012871509,0.062326493,0.369516703,0.079749631
 12/17  04:00:00,0.637587368,1.777453443,0,1.752359681,0,0.045804022,0.045804022,0.045804022,0.059748945,0.012871509,0.053976431,0.364315295,0.084227166
